id ,Track,Title,Authors
rfp3981,"Systems and Infrastructure for Web, Mobile, and Web of Things",FediScan: Collaborative Social Bot Detection in the Fediverse,"Min Gao, Wen Wen, Haoran Du, Qiang Duan, Yu Xiao, Yupeng
Li, Xin Wang, Pan Hui and Yang Chen"
rfp4535,"Systems and Infrastructure for Web, Mobile, and Web of Things",FedMHO: Heterogeneous One-Shot Federated Learning Towards Resource-Constrained Clients,"Dezhong Yao, Tongtong Liu, Yuexin Shi and Zhiqiang Xu"
rfp0016,"User Modeling, Personalization and Recommendation",ThinkRec: Thinking-based recommendation via LLM,"Qihang Yu, Kairui Fu, Zheqi Lv, Shengyu Zhang, Xinhui Wu,
Chen Lin, Feng Wei, Bo Zheng and Fei Wu"
rfp0111,"User Modeling, Personalization and Recommendation",Adaptive Graph Reweighting for Collaborative Filtering,"Yijun Sheng, Ximing Chen, Pui Ieng Lei, Yanyan Liu and
Zhiguo Gong"
rfp0151,"User Modeling, Personalization and Recommendation",Quantum-enhanced Representation Learning and Matching Learning for Recommendation,Anchen Li and Elena Casiraghi
rfp0208,"User Modeling, Personalization and Recommendation","SEAR: LLM-Powered Sequential Recommendation via Fusion of Collaborative, Semantic, and Rating Information","Wei Guan, Jian Cao, Qiqi Cai, Jianqi Gao, Jinyu Cai and
See-Kiong Ng"
rfp0294,"User Modeling, Personalization and Recommendation",Guiding Generative Recommender Systems with Structured Human Priors via Multi-head Decoding,"Yunkai Zhang, Qiang Zhang, Diji Yang, Ryan Lin, Ruizhong
Qiu, Benyu Zhang, Hanchao Yu, Jason Liu, Yinglong Xia,
Zhuokai Zhao, Lizhu Zhang, Xiangjun Fan, Zhuoran Yu,
Abhishek Kumar and Zeyu Zheng"
rfp0450,"User Modeling, Personalization and Recommendation",Iterative Semantic Reasoning from Individual to Group Interests for Generative Recommendation with LLMs,"Xiaofei Zhu, Jinfei Chen, Feiyang Yuan and Yang Zhou"
rfp0478,"User Modeling, Personalization and Recommendation",Generative Data Transformation: From Mixed to Unified Data,"Jiaqing Zhang, Mingjia Yin, Hao Wang, Yuxin Tian, Yuyang
Ye, Yawen Li, Wei Guo, Yong Liu and Enhong Chen"
rfp0505,"User Modeling, Personalization and Recommendation",From Entity Reliability to Clean Feedback: An Entity-Aware Denoising Framework Beyond Interaction-Level Signals,"Ze Liu, Xianquan Wang, Shuochen Liu, Jie Ma, Huibo Xu,
Yupeng Han, Kai Zhang and Jun Zhou"
rfp0512,"User Modeling, Personalization and Recommendation",Reinforcement Learning-Constrained Segmented User Modeling with Large Language Models for Recommendation,"Yu Xia, Qing Tan, He Chen, Jingyu Chen and Qian Dong"
rfp0576,"User Modeling, Personalization and Recommendation",Thorki: Decoupling General and Personalized Knowledge with Collaborative Fusion for Personalized Federated Learning,"Qiang He, Rui Chen, Yicheng Liu, Sheng Zhong, Haipeng Dai,
Feifei Chen, Hai Jin and Yun Yang"
rfp0594,"User Modeling, Personalization and Recommendation",ES-MemEval: Benchmarking Conversational Agents on Personalized Long-Term Emotional Support,"Tiantian Chen, Jiaqi Lu, Ying Shen and Lin Zhang"
rfp0606,"User Modeling, Personalization and Recommendation",Pathways of Thoughts: Multi-Directional Thinking for Long-form Personalized Question Answering,"Alireza Salemi, Cheng Li, Mingyang Zhang, Qiaozhu Mei,
Zhuowan Li, Spurthi Amba Hombaiah, Weize Kong, Tao Chen,
Hamed Zamani and Michael Bendersky"
rfp0619,"User Modeling, Personalization and Recommendation",Large Language Models-Enhanced Semantic Diffusion for User-Centric Recommendation,"Xian Mo, Yijun Hu and Jun Pang"
rfp0637,"User Modeling, Personalization and Recommendation",Not All Information Brings Benefits: Personalization-Driven Agent Debate for Conversational Recommendation,"Pengfei Zhang, Guojia An, Jin Huang, Yuhan Yang, Yang Yang
and Jie Zou"
rfp0649,"User Modeling, Personalization and Recommendation",DiffGRM: Diffusion-based Generative Recommendation Model,"Zhao Liu, Yichen Zhu, Yiqing Yang, Xiao Lv, Guoping Tang,
Rui Huang, Qiang Luo, Ruiming Tang and Guorui Zhou"
rfp0679,"User Modeling, Personalization and Recommendation",IACLR: Intention Alignment via Contrastive Learning for Bipartite Graph Recommendation,"Huiying Hu, Tuo Wang, Yixiao Zhou and Xiaoqing Lyu"
rfp0716,"User Modeling, Personalization and Recommendation",FairFS: Addressing Deep Feature Selection Biases for Recommender System,"Xianquan Wang, Zhaocheng Du, Jieming Zhu, Qinglin Jia,
Zhenhua Dong and Kai Zhang"
rfp0731,"User Modeling, Personalization and Recommendation",Tail-Aware Data Augmentation for Long-Tail Sequential Recommendation,"Yizhou Dang, Zhifu Wei, Minhan Huang, Lianbo Ma, Jianzhe
Zhao, Guibing Guo and Xingwei Wang"
rfp0757,"User Modeling, Personalization and Recommendation",Lifelong Sequential Recommendation with Adaptive Subsequence Compression and Contextual Fusion,"Fei Li, Xiaoming Liu, Jiayi Luo, Guibing Guo, Jianzhe Zhao
and Xingwei Wang"
rfp0804,"User Modeling, Personalization and Recommendation",Off-Policy Learning with Limited Supply,"Koichi Tanaka, Ren Kishimoto, Bushun Kawagishi, Yusuke
Narita, Yasuo Yamamoto, Nobuyuki Shimizu and Yuta Saito"
rfp0833,"User Modeling, Personalization and Recommendation",Multi-Task Multi-Behavior Sequential Recommendation,"Weihao Du, Ziran Deng, Weike Pan and Zhong Ming"
rfp0850,"User Modeling, Personalization and Recommendation",S2CDR: Smoothing-Sharpening Process Model for Cross-Domain Recommendation,"Xiaodong Li, Juwei Yue, Xinghua Zhang, Jiawei Sheng,
Wenyuan Zhang, Taoyu Su, Zefeng Zhang and Tingwen Liu"
rfp0882,"User Modeling, Personalization and Recommendation",Multi-view Semantic Contrastive Alignment for Multimodal Recommendation,Jiuqiang Li and Hongjun Wang
rfp0941,"User Modeling, Personalization and Recommendation",pFedDKS: Detached Knowledge Sharing for Personalized Federated Learning,"Haozhao Wang, Wenchao Xu, Jingzhi Wang, Yunfeng Fan,
Xiaoquan Yi and Rui Zhang"
rfp0957,"User Modeling, Personalization and Recommendation",Adaptive Contrastive Learning in Sequential Recommendation based on Perturbation and Restoration Networks,"Yanbo Zhou, Bin Lü, Xu-Hua Yang, Xin-Li Xu and Boling Wang"
rfp0963,"User Modeling, Personalization and Recommendation",Optimizing Multi-Turn Interactive Recommendation Agents via Generative Intrinsic Motivation,"Xueyang Feng, Jiakai Tang, Xu Chen, Quanyu Dai and Zhenhua
Dong"
rfp1012,"User Modeling, Personalization and Recommendation",Unveiling and Simulating Short-Video Addiction Behaviors via Economic Addiction Theory,"Chen Xu, Zhipeng Yi, Ruizi Wang, Wenjie Wang, Jun Xu and
Maarten de Rijke"
rfp1018,"User Modeling, Personalization and Recommendation",HyMiRec: A Hybrid Multi-interest Learning Framework for LLM-based Sequential Recommendation,"Jingyi Zhou, Cheng Chen, Kai Zuo, Manjie Xu, Zhendong Fu,
Yibo Chen, Xu Tang and Yao Hu"
rfp1119,"User Modeling, Personalization and Recommendation",PULSE: Socially-Aware User Representation Modeling Toward Parameter-Efficient Graph Collaborative Filtering,"Doyun Choi, Cheonwoo Lee, Biniyam Aschalew Tolera, Taewook
Ham, Chanyoung Park and Jaemin Yoo"
rfp1121,"User Modeling, Personalization and Recommendation",PRISM: Personalized Recommendation via Information Synergy Module,"Yutong Li, Xinyi Zhang, Peijie Sun, Letian Sha and
Zhongxuan Han"
rfp1147,"User Modeling, Personalization and Recommendation",Learning on Adaptive Manifolds for Graph Collaborative Filtering,"Guangzhi Qi, Guojun Liu and Qi Zhou"
rfp1150,"User Modeling, Personalization and Recommendation",Room Matters: Dynamic Room-level Collaboration Information Modeling for Live Streaming Recommendation,"Ke Guo, Changle Qu, Xiao Zhang, Liqin Zhao, Shijun Wang,
Yanan Niu and Jun Xu"
rfp1155,"User Modeling, Personalization and Recommendation",ONE-PASS: Single Forward Pass Decoding for Listwise Reranking,"Yingpeng Du, Zhu Sun, Tianjun Wei and Jie Zhang"
rfp1160,"User Modeling, Personalization and Recommendation",Personalized Learning Path Planning through Goal-Driven Learner State Modeling,"Joy Jia Yin Lim, Ye He, Jifan Yu, Xin Cong, Daniel
Zhang-Li, Zhiyuan Liu, Huiqin Liu, Lei Hou, Juanzi Li and
Bin Xu"
rfp1174,"User Modeling, Personalization and Recommendation",Personalized Parameter-Efficient Fine-Tuning of Foundation Models for Multimodal Recommendation,"Sunwoo Kim, Hyunjin Hwang and Kijung Shin"
rfp1179,"User Modeling, Personalization and Recommendation",Bridging Time and Domains: A Time-aware Framework for Cross-Domain Sequential Recommendation,"Zemu Liu, Zhida Qin, Pengzhan Zhou, Tianyu Huang and Gangyi
Ding"
rfp1190,"User Modeling, Personalization and Recommendation",Bridging Explicit and Implicit Intent: Unified Interest Generative Method for Joint Search-Recommendation Modeling,"Dongliang Liao, Chenxing Wang and Yawen Zeng"
rfp1228,"User Modeling, Personalization and Recommendation",CC-OR-Net: A Unified Framework for LTV Prediction through Structural Decoupling,"Mingyu Zhao, Haoran Bai, Yu Tian, Bing Zhu and Hengliang Luo"
rfp1234,"User Modeling, Personalization and Recommendation",Dynamic Routing-Based Adaptive Multi-LLM Collaboration: A Unified Recommendation Framework with Decision Knowledge Complementation,"Jiale Huang, Yingyuan Xiao, Likang Wu, Xu Cheng, Wengguang
Zheng, Qingbo Hao, Ming He and Hongke Zhao"
rfp1262,"User Modeling, Personalization and Recommendation",KE-FedRS: Tackling Data Sparsity in Federated Recommendation via Knowledge Enhancement,"Jiayu Bao, Hongjian Shi, Guanyu Zhang, Rui Zhou, Haozhao
Wang and Yuan Liu"
rfp1317,"User Modeling, Personalization and Recommendation",Long Story Short: Auditing U.S. Political Polarization in Recommendations for Long- vs. Short-form Videos on YouTube,"Shaokang Jiang, Arshia Arya, Seoyoung Kweon, Ivan Liang,
Deepak Kumar and Kristen Vaccaro"
rfp1325,"User Modeling, Personalization and Recommendation",Gaussian Mixture Flow Matching with Domain Alignment for Multi-Domain Sequential Recommendation,"Xiaoxin Ye, Chengkai Huang, Hongtao Huang and Lina Yao"
rfp1345,"User Modeling, Personalization and Recommendation",From Prediction to Understanding: Leveraging Reasoning in Large Language Model-based Recommendations,"Zhi-Yuan Chen, Siyu Lu, Qiang Liu, Xingxing Wang and Yankai
Lin"
rfp1394,"User Modeling, Personalization and Recommendation",Generative Regression Based Watch Time Prediction for Short-Video Recommendation,"Hongxu Ma, Kai Tian, Tao Zhang, Xuefeng Zhang, Han Zhou,
Chenghou Jin, Chunjie Chen, Han Li, Jihong Guan and
Shuigeng Zhou"
rfp1401,"User Modeling, Personalization and Recommendation",Line Graphs Are Here! Unlock a Simple Solution for Data Sparsity and Class Imbalance in Recommender System,"Junming Zhou, Hao Zhong, Shupeng Li, Zhengyang Wu, Yong
Tang and Ronghua Lin"
rfp1404,"User Modeling, Personalization and Recommendation",FeDecider: An LLM-Based Framework for Federated Cross-Domain Recommendation,"Xinrui He, Ting-Wei Li, Tianxin Wei, Xuying Ning, Xinyu He,
Wenxuan Bao, Hanghang Tong and Jingrui He"
rfp1461,"User Modeling, Personalization and Recommendation",Joint Similar User Exploration and Informative Behavior Guidance for Multi-Modal New Item Recommendation,"Jianye Xie, Lianyong Qi, Weiming Liu, Anqi Wang, Xiaolong
Xu, Haolong Xiang, Xuyun Zhang, Wenwen Gong, Yang Zhang,
Amin Beheshti and Wanchun Dou"
rfp1471,"User Modeling, Personalization and Recommendation",AgentDR: Dynamic Recommendation with Implicit Item-Item Relations via LLM-based Agents,"Mingdai Yang, Nurendra Choudhary, Jiangshu Du, Edward W.
Huang, Philip Yu, Karthik Subbian and Danai Koutra"
rfp1519,"User Modeling, Personalization and Recommendation",ScotRec: Social Chain-of-Thought LLM Reasoning for Recommendation,"Kaibei Li, Jie Zou, Qika Lin, Weikang Guo, Qinyang He and
Yang Yang"
rfp1586,"User Modeling, Personalization and Recommendation","Modeling Cascaded Delay Feedback for Online Net Conversion Rate Prediction: Benchmark, Insights and Solutions","Mingxuan Luo, Guipeng Xv, Sishuo Chen, Xinyu Li, Li Zhang,
Zhangming Chan, Xiang-Rong Sheng, Han Zhu, Jian Xu, Bo
Zheng and Chen Lin"
rfp1636,"User Modeling, Personalization and Recommendation",Temporal-Series-Aware Adaptive Positional Encoding for Transformer-based Sequential Recommendation,"Rongbo Qi, Yaqi Zhang, Chunyao Song and Tingjian Ge"
rfp1647,"User Modeling, Personalization and Recommendation",MCRec: Few-Shot Multimodal Cover Recommendation via User Interest Profiles,"Weixin Zheng, Chunyao Song and Tingjian Ge"
rfp1687,"User Modeling, Personalization and Recommendation",Diversity-Augmented Negative Sampling for Implicit Collaborative Filtering,"Yueqing Xuan, Kacper Sokol, Mark Sanderson and Jeffrey Chan"
rfp1695,"User Modeling, Personalization and Recommendation","Delayed Feedback Modeling for Post-Click Gross Merchandise Volume Prediction: Benchmark, Insights and Approaches","Xinyu Li, Sishuo Chen, Guipeng Xv, Li Zhang, Mingxuan Luo,
Zhangming Chan, Xiang-Rong Sheng, Han Zhu, Jian Xu and Chen
Lin"
rfp1746,"User Modeling, Personalization and Recommendation","AlphaFree: Recommendation Free from Users, IDs, and GNNs","Minseo Jeon, Junwoo Jung, Daewon Gwak and Jinhong Jung"
rfp1748,"User Modeling, Personalization and Recommendation",Same Last-Item Confusion Unveiled: A Unified Mitigation Framework for Graph Learning in Session-Based Recommendation,"Jinpeng Chen, Jianxiang He, Yuan Cao, Huan Li, Zhenye Yang,
Kaimin Wei, Xiongnan Jin, Senzhang Wang and Weiping Tu"
rfp1782,"User Modeling, Personalization and Recommendation",R2NS: Recall and Re-ranking of Negative Samples for Sequential Recommendation,"Yuanzi Li, Xuri Ge, Jingyu Zhao, Yidan Wang, Jiyuan Yang,
Zhumin Chen, Zhaochun Ren and Xin Xin"
rfp1812,"User Modeling, Personalization and Recommendation",WeaveRec: An LLM-Based Cross-Domain Sequential Recommendation Framework with Model Merging,"Min Hou, Xin Liu, Le Wu, Chenyi He, Hao Liu, Zhi Li, Xin Li
and Si Wei"
rfp1853,"User Modeling, Personalization and Recommendation",Drifting with Intent: Generative Interest Trajectories for Multimodal Web Recommendation,"Weilin Zhou, Hao Zhang and Guangxin Wu"
rfp1942,"User Modeling, Personalization and Recommendation",Field Matters: A Lightweight LLM-enhanced Method for CTR Prediction,"Yu Cui, Feng Liu, Jiawei Chen, Xingyu Lou, Changwang Zhang,
Jun Wang, Yuegang Sun, Xiaohu Yang and Can Wang"
rfp2073,"User Modeling, Personalization and Recommendation",Retracing and Restoring: Chronological Context Preservation for Effective Dynamic Recommendation,"Min-Jeong Kim, Jiwon Son, Yeon-Chang Lee and Sang-Wook Kim"
rfp2079,"User Modeling, Personalization and Recommendation",BlossomRec: Block-level Fused Sparse Attention Mechanism for Sequential Recommendations,"Mengyang Ma, Xiaopeng Li, Wanyu Wang, Zhaocheng Du,
Jingtong Gao, Pengyue Jia, Yuyang Ye, Yiqi Wang, Yunpeng
Weng, Weihong Luo, Xiao Han and Xiangyu Zhao"
rfp2124,"User Modeling, Personalization and Recommendation",Modeling Endogenous Logic: Causal Neuro-Symbolic Reasoning Model for Explainable Multi-Behavior Recommendation,"Yuzhe Chen, Jie Cao, Youquan Wang, Haicheng Tao, Darko
Vuković and Jia Wu"
rfp2130,"User Modeling, Personalization and Recommendation",DynaMoLTV: A Cross-Game Dynamic Mixture Model with Weighted Sub-Distributions for Player Lifetime Value Prediction,"Furen Xu, Jie Zhang, Kai Jiang, Chengxiang Zhuo and Zang Li"
rfp2148,"User Modeling, Personalization and Recommendation",From Criteria to Ranking: Targeting-Aware Tripartite Graph Learning for Multi-Criteria Recommendation,Zhenhua Meng and Fanshen Meng
rfp2354,"User Modeling, Personalization and Recommendation",SAGE: Global Semantic Alignment with LLMs for Long-Tail Sequential Recommendation,"Maolin Wang, Tongshu Bian, Ziyan Wang, Xiaotong Jiang,
Binhao Wang, Derong Xu, Wanyu Wang, Ruocheng Guo and
Xiangyu Zhao"
rfp2407,"User Modeling, Personalization and Recommendation",Relation-aware Diffusion-Asymmetric Graph Contrastive Learning for Recommendation,"Yixuan Huang, Jiawei Chen, Shengfan Zhang and Zane Cao"
rfp2419,"User Modeling, Personalization and Recommendation",TargetMR: Learning Modality Target for Multimodal Recommendation,"Gu Tang, Jinghe Wang, Jiang Bo, Ze Zhao, Jianping Zhou,
Xiaoying Gan, Luoyi Fu, Xinbing Wang and Chenghu Zhou"
rfp2571,"User Modeling, Personalization and Recommendation",Mixture of Sequence: Theme-Aware Mixture-of-Experts for Long-Sequence Recommendation,"Xiao Lin, Zhicheng Tang, Weilin Cong, Mengyue Hang, Kai
Wang, Yajuan Wang, Zhichen Zeng, Ting-Wei Li, Hyunsik Yoo,
Zhining Liu, Xuying Ning, Ruizhong Qiu, Wen-Yen Chen, Shuo
Chang, Rong Jin, Huayu Li and Hanghang Tong"
rfp2646,"User Modeling, Personalization and Recommendation",MCLMR: A Model-Agnostic Causal Learning Framework for Multi-Behavior Recommendation,"Ranxu Zhang, Junjie Meng, Ying Sun, Ziqi Xu, Bing Yin, Hao
Li, Yanyong Zhang and Chao Wang"
rfp2791,"User Modeling, Personalization and Recommendation",Adaptive Location Hierarchy Learning for Long-Tailed Mobility Prediction,"Yu Wang, Junshu Dai, Yuchen Ying, Hanyang Yuan, Zunlei
Feng, Tongya Zheng and Mingli Song"
rfp2858,"User Modeling, Personalization and Recommendation",Scaling Collaborative Filtering with Multimodal Contrastive Fine-tuning,"Liwei Jin, Dan Luo, Lixin Zou, Chenliang Li, Xiangyang Luo,
Xixun Lin, Liming Dong and Yifan Zhang"
rfp2955,"User Modeling, Personalization and Recommendation",Embedding Enhancement via Fine-Tuned Language Models for Learner-Item Cognitive Modeling,"Yuanhao Liu, Zihan Zhou, Kaiying Wu, Shuo Liu, Yiyang
Huang, Jiajun Guo, Aimin Zhou and Hong Qian"
rfp3020,"User Modeling, Personalization and Recommendation",Spattack: Subgroup Poisoning Attacks on Federated Recommender Systems,"Bo Yan, Yurong Hao, Dingqi Liu, Huabin Sun, Pengpeng Qiao,
Wei Yang Bryan Lim, Yang Cao and Chuan Shi"
rfp3023,"User Modeling, Personalization and Recommendation",C-HyPOD: Causal Hyperbolic Learning with Prototype Orthogonal Disentanglement for Graph Out-of-Distribution Recommendation,"Jiahao Liang, Yutian Xiao, Haoran Yang, Zhiwen Yu, Jia-Nan
Liu and Kaixiang Yang"
rfp3074,"User Modeling, Personalization and Recommendation",Towards Context-aware Reasoning-enhanced Generative Searching in E-commerce,"Zhiding Liu, Ben Chen, Mingyue Cheng, Enhong Chen, Li Li,
Chenyi Lei, Wenwu Ou, Han Li and Kun Gai"
rfp3075,"User Modeling, Personalization and Recommendation",Quantifying User Coherence: A Unified Framework for Analyzing Recommender Systems Across Domains,"Michael Soumm, Alexandre Fournier-Montgieux, Adrian Popescu
and Bertrand Delezoide"
rfp3118,"User Modeling, Personalization and Recommendation",FCRLLM: Aligning LLM with Collaborative Filtering for Long-tailed Sequential Recommendation,"Byungmoon Heo, Namjun Lee, Seonah Kim and Jaekwang Kim"
rfp3149,"User Modeling, Personalization and Recommendation",ONeRec: Towards Openness-Aware and Adaptive Proactive News Recommendation,"Jie Li, Zhen Cui and Linmei Hu"
rfp3157,"User Modeling, Personalization and Recommendation",Multimodal-enhanced Federated Recommendation: A Group-wise Fusion Approach,"Chunxu Zhang, Weipeng Zhang, Guodong Long, Zhiheng Xue,
Riting Xia and Bo Yang"
rfp3166,"User Modeling, Personalization and Recommendation",Learning Evolving Preferences: A Federated Continual Framework for User-Centric Recommendation,"Chunxu Zhang, Zhiheng Xue, Guodong Long, Weipeng Zhang and
Bo Yang"
rfp3170,"User Modeling, Personalization and Recommendation",Sharpness-Consistent Cross-Domain Recommendation for Cold-Start Items,"Ke Fei, Jingjing Li, Zhekai Du and Hongbo Chen"
rfp3189,"User Modeling, Personalization and Recommendation",Sharpness-Aware Minimization for Generalized Embedding Learning in Federated Recommendation,"Fengyuan Yu, Xiaohua Feng, Yuyuan Li, Changwang Zhang, Jun
Wang and Chaochao Chen"
rfp3235,"User Modeling, Personalization and Recommendation",Generative Archetype-Grounded Item Representations for Sequential Recommendation,"Yifan Li, Jiahong Liu, Xinni Zhang, Hao Chen, Yankai Chen,
Wenhao Yu, Jianting Chen and Irwin King"
rfp3258,"User Modeling, Personalization and Recommendation",Dynamic Experts Synergy for Multi-Task Recommendation,"Haotian Wu, Yingpeng Du, Zhu Sun, Jie Zhang and Puay Siew
Tan"
rfp3321,"User Modeling, Personalization and Recommendation",Talos: Optimizing Top-K Accuracy in Recommender Systems,"Shengjia Zhang, Weiqin Yang, Jiawei Chen, Peng Wu, Yuegang
Sun, Gang Wang, Qihao Shi and Can Wang"
rfp3326,"User Modeling, Personalization and Recommendation",Causality Enhancement for Cross-Domain Recommendation,"Zhibo Wu, Yunfan Wu, Yang Chang, Ping Yang and Yao Hu"
rfp3346,"User Modeling, Personalization and Recommendation",Does LLM Focus on the Right Words? Mitigating Context Bias in LLM-based Recommenders,"Bohao Wang, Jiawei Chen, Feng Liu, Changwang Zhang, Jun
Wang, Canghong Jin, Chun Chen and Can Wang"
rfp3365,"User Modeling, Personalization and Recommendation",From Token to Item: Enhancing Large Language Models for Recommendation via Item-aware Attention Mechanism,"Xiaokun Zhang, Bowei He, Jiamin Chen, Ziqiang Cui and Chen
Ma"
rfp3372,"User Modeling, Personalization and Recommendation",GenCI: Generative Modeling of User Interest Shift via Cohort-based Intent Learning for CTR Prediction,"Kesha Ou, Zhen Tian, Wayne Xin Zhao, Hongyu Lu and Ji-Rong
Wen"
rfp3396,"User Modeling, Personalization and Recommendation",Following the TRAIL: Predicting and Explaining Tomorrow’s Hits with a Fine-Tuned LLM,"Yinan Zhang, Zhixi Chen, Jiazheng Jing and Zhiqi Shen"
rfp3398,"User Modeling, Personalization and Recommendation",RMBRec: Robust Multi-Behavior Recommendation towards Target Behaviors,"Miaomiao Cai, Zhijie Zhang, Junfeng Fang, Zhiyong Cheng,
Xiang Wang and Meng Wang"
rfp3456,"User Modeling, Personalization and Recommendation",Prototype-Aligned Federated Soft-Prompts for Continual Web Personalization,Canran Xiao and Liwei Hou
rfp3458,"User Modeling, Personalization and Recommendation",Modeling Stage-wise Evolution of User Interests for News Recommendation,"Zhiyong Cheng, Yike Jin, Zhijie Zhang, Huilin Chen,
Zhangling Duan and Meng Wang"
rfp3533,"User Modeling, Personalization and Recommendation",QDDR: Quality-Driven Intent Disentanglement with Dual-Path Modeling for Recommendation,"Nengjun Zhu, Yixun Lu and Qi Zhang"
rfp3549,"User Modeling, Personalization and Recommendation",IMPerSumm: Information-Modulated User Preference Modeling for Personalized Text Summarization,"Parthiv Chatterjee, Dhara Jhaveri, Sourish Dasgupta and
Tanmoy Chakraborty"
rfp3583,"User Modeling, Personalization and Recommendation",CCL-Diff: Representation-Consistent Diffusion with Intrinsic Contrastive Learning for Recommender Systems,"Lingyan Zhang, Wanyu Ling, Shuwen Daizhou, Li Kuang and
Kehua Guo"
rfp3616,"User Modeling, Personalization and Recommendation",SemaCDR: LLM-Powered Transferable Semantics for Cross-Domain Sequential Recommendation,"Chunxu Zhang, Shanqiang Huang, Zijian Zhang, Jiahong Liu,
Linsong Yu, Ruiqi Wan, Bo Yang and Irwin King"
rfp3723,"User Modeling, Personalization and Recommendation",Exploration Sizing via Model-Predictive Control,"Ethan Che, Hakan Ceylan, James McInerney and Nathan Kallus"
rfp3771,"User Modeling, Personalization and Recommendation",Post-hoc Popularity Bias Correction in GNN-based Collaborative Filtering,"Md Aminul Islam, Elena Zheleva and Ren Wang"
rfp3846,"User Modeling, Personalization and Recommendation",Identifying and Upweighting Power-Niche Users to Mitigate Popularity Bias in Recommendations,"David Liu, Erik Weis, Moritz Laber, Tina Eliassi-Rad and
Brennan Klein"
rfp3909,"User Modeling, Personalization and Recommendation",Efficient Content-based Recommendation Model Training via Noise-aware Coreset Selection,"Hung V. Tran, Tong Chen, Hechuan Wen, Quoc Viet Hung
Nguyen, Bin Cui and Hongzhi Yin"
rfp3926,"User Modeling, Personalization and Recommendation",DrunkAgent: Stealthy Memory Corruption in LLM-Powered Recommender Agents,"Shiyi Yang, Zhibo Hu, Xinshu Li, Chen Wang, Tong Yu, Xiwei
Xu, Liming Zhu and Lina Yao"
rfp4124,"User Modeling, Personalization and Recommendation",The Double-Edged Sword of Knowledge Transfer: Diagnosing and Curing Fairness Pathologies in Cross-Domain Recommendation,"Yuhan Zhao, Weixin Chen, Li Chen and Weike Pan"
rfp4139,"User Modeling, Personalization and Recommendation",Multi-modal Bipartite Graph Structure Learning with Information Bottleneck for Micro-video Recommendation,"Ying He, Desheng Cai, Shengsheng Qian, Quan Fang, Yinwei
Wei and Changsheng Xu"
rfp4239,"User Modeling, Personalization and Recommendation",Hyena Operator for Fast Sequential Recommendation,"Jiahao Liu, Lin Li, Zhiyuan Li, Kaixi Hu, Kaize Shi and
Jingling Yuan"
rfp4245,"User Modeling, Personalization and Recommendation",TopKGAT: A Top-K Objective-Driven Architecture for Recommendation,"Sirui Chen, Jiawei Chen, Canghong Jin, Sheng Zhou, Jingbang
Chen, Wujie Sun and Can Wang"
rfp4340,"User Modeling, Personalization and Recommendation",Token-level Collaborative Alignment for LLM-based Generative Recommendation,"Fake Lin, Binbin Hu, Zhi Zheng, Xi Zhu, Ziqi Liu, Zhiqiang
Zhang, Jun Zhou and Tong Xu"
rfp4414,"User Modeling, Personalization and Recommendation",MemWeaver: A Hierarchical Memory from Textual Interactive Behaviors for Personalized Generation,"Shuo Yu, Mingyue Cheng, Daoyu Wang, Qi Liu, Zirui Liu, Ze
Guo and Xiaoyu Tao"
rfp4450,"User Modeling, Personalization and Recommendation",Taming the Long Tail: Efficient Item-wise Sharpness-Aware Minimization for LLM-based Recommender Systems,"Jiaming Zhang, Yuyuan Li, Xiaohua Feng, Li Zhang, Longfei
Li, Jun Zhou and Chaochao Chen"
rfp0017,Web Mining and Content Analysis,Cardinality is Not Enough: Super Host Detection via Segmented Cardinality Estimation,"Yilin Zhao, Jiawei Huang, Xianshi Su, Weihe Li, Xin Li, Yan
Liu, Jiacheng Xie, Qichen Su, Jin Ye, Wanchun Jiang and
Jianxin Wang"
rfp0241,Web Mining and Content Analysis,Beyond Patches: Superpixel Token-based Transformers for Attribute-Specific Fashion Retrieval,"Shuili Zhang, Hongzhang Mu, Wenyuan Zhang, Duohe Ma and
Tingwen Liu"
rfp0255,Web Mining and Content Analysis,VarParser: Unleashing the Neglected Power of Variables for LLM-based Log Parsing,"Jinrui Sun, Tong Jia, Minghua He and Ying Li"
rfp0713,Web Mining and Content Analysis,PAMAS: Self-Adaptive Multi-Agent System with Perspective Aggregation for Misinformation Detection,"Zongwei Wang, Min Gao, Junliang Yu, Tong Chen and Chenghua
Lin"
rfp0751,Web Mining and Content Analysis,Multi-Aspect Mining and Anomaly Detection for Heterogeneous Tensor Streams,"Soshi Kakio, Yasuko Matsubara, Ren Fujiwara and Yasushi
Sakurai"
rfp0901,Web Mining and Content Analysis,EIAN: Explicit Interaction-aware Attention Network for Interpretable Event Modeling,"Jiping Zhang, Hua Zhu, Hong Huang, Yongkang Zhou, Kehan Yin
and Bang Liu"
rfp0915,Web Mining and Content Analysis,Byte-token Enhanced Language Models for Temporal Point Processes Analysis,"Quyu Kong, Yixuan Zhang, Yang Liu, Panrong Tong, Enqi Liu
and Feng Zhou"
rfp1009,Web Mining and Content Analysis,ColorBench: Benchmarking Mobile Agents with Graph-Structured Framework for Complex Long-Horizon Tasks,"Yuanyi Song, Heyuan Huang, Qiqiang Lin, Yin Zhao, Xiangmou
Qu, Jun Wang, Xingyu Lou, Weiwen Liu, Zhuosheng Zhang, Jun
Wang, Zhaoxiang Wang, Yong Yu and Weinan Zhang"
